Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
540,Cam Whitmore,SF,19,HOU,42,1,767,12.1,26.5,.458,4.4,12.2,.361,7.7,14.3,.540,4.3,6.5,.663,2.6,7.7,10.3,1.3,1.7,0.8,2.7,3.3,33.0,,108,114
541,Aaron Wiggins,SG,25,OKC,73,3,1114,8.0,14.3,.560,2.4,5.0,.487,5.6,9.4,.598,2.1,2.7,.787,2.5,4.9,7.4,3.2,2.0,0.8,2.3,3.7,20.5,,125,116
542,Andrew Wiggins,SF,28,GSW,67,55,1808,9.0,20.0,.451,2.3,6.3,.358,6.8,13.6,.495,3.5,4.7,.743,2.9,5.4,8.3,3.1,1.1,1.0,2.2,3.7,23.8,,113,120
543,Lindell Wigginton,PG,25,MIL,3,0,8,12.1,30.3,.400,0.0,12.1,.000,12.1,18.2,.667,12.1,12.1,1.000,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,36.4,,90,126
544,Alondes Williams,SG,24,MIA,4,0,11,4.6,18.4,.250,0.0,9.2,.000,4.6,9.2,.500,4.6,4.6,1.000,0.0,4.6,4.6,0.0,0.0,0.0,4.6,0.0,13.8,,59,120
545,Brandon Williams,PG,24,DAL,13,0,60,6.5,18.6,.348,1.6,5.7,.286,4.9,12.9,.375,4.9,8.9,.545,2.4,3.2,5.7,9.7,0.8,0.8,2.4,1.6,19.4,,104,121
546,Grant Williams,PF,25,TOT,73,40,2033,6.2,13.9,.449,2.9,7.9,.371,3.3,6.0,.550,2.4,3.1,.754,2.0,5.4,7.4,3.9,1.0,0.9,2.5,5.2,17.8,,112,120
547,Jalen Williams,PF,22,OKC,67,67,2124,11.8,21.9,.540,2.3,5.3,.431,9.5,16.6,.576,4.1,5.0,.813,0.9,5.3,6.1,7.1,1.7,1.0,2.7,4.0,30.1,,123,116
548,Jaylin Williams,C,21,OKC,64,1,823,4.9,12.2,.400,2.7,7.8,.351,2.1,4.4,.486,2.0,2.4,.825,2.0,10.7,12.7,5.9,1.5,1.5,1.9,5.4,14.4,,118,112
549,Jeenathan Williams,SG,24,HOU,20,0,107,9.6,18.8,.512,0.5,1.8,.250,9.2,16.9,.541,3.2,4.6,.700,5.0,4.1,9.2,3.2,1.4,0.0,0.9,4.6,22.9,,124,118
550,Kenrich Williams,PF,29,OKC,64,1,946,6.2,13.1,.476,2.7,6.8,.397,3.6,6.3,.561,0.4,0.7,.500,3.1,7.0,10.1,4.1,1.9,0.5,1.2,4.9,15.5,,124,115
551,Malik Williams,C,25,TOR,2,1,33,0.0,10.4,.000,0.0,3.0,.000,0.0,7.4,.000,0.0,0.0,,1.5,5.9,7.4,1.5,1.5,4.5,1.5,1.5,0.0,,19,117
552,Mark Williams,C,22,CHO,19,19,508,9.6,14.8,.649,0.0,0.0,,9.6,14.8,.649,4.5,6.3,.719,7.4,10.6,18.0,2.2,1.6,2.0,1.7,4.9,23.7,,138,116
553,Patrick Williams,PF,22,CHI,43,30,1174,6.8,15.4,.443,2.5,6.4,.399,4.3,9.1,.474,2.2,2.8,.788,2.0,5.2,7.1,2.8,1.7,1.4,2.4,3.7,18.4,,108,118
554,Robert Williams,C,26,POR,6,0,119,7.1,10.9,.654,0.0,0.0,,7.1,10.9,.654,2.9,3.8,.778,4.6,11.3,15.9,2.1,2.9,2.9,2.9,7.1,17.1,,123,110
555,Vince Williams Jr.,SG,23,MEM,52,33,1436,5.8,13.1,.446,2.7,7.2,.378,3.1,5.9,.529,3.6,4.5,.800,2.0,8.0,10.0,6.0,1.6,1.2,3.2,4.7,18.0,,115,115
556,Ziaire Williams,SF,22,MEM,51,15,1038,7.2,18.1,.397,2.8,9.0,.307,4.4,9.0,.487,3.0,3.6,.827,1.7,6.9,8.6,3.6,1.7,0.4,3.2,4.1,20.1,,99,117
557,Zion Williamson,PF,23,NOP,65,65,2032,14.0,24.2,.581,0.1,0.3,.357,13.9,23.8,.584,7.8,11.2,.694,2.7,6.3,9.1,7.9,1.6,0.9,4.3,3.7,36.0,,120,114
558,D.J. Wilson,PF,27,PHI,2,0,15,13.3,19.9,.667,6.6,6.6,1.000,6.6,13.3,.500,0.0,0.0,,3.3,3.3,6.6,6.6,0.0,6.6,0.0,3.3,33.2,,174,116
559,Jalen Wilson,PF,23,BRK,39,2,548,5.7,13.1,.438,1.9,5.4,.356,3.8,7.7,.494,3.1,3.6,.850,3.6,5.7,9.4,3.6,0.7,0.1,1.5,3.6,16.5,,122,121
560,Dylan Windler,SF,27,TOT,16,0,82,6.5,13.7,.478,5.3,11.9,.450,1.2,1.8,.667,0.0,0.0,,0.6,7.1,7.7,5.3,1.2,0.0,0.6,3.0,18.4,,142,121
561,James Wiseman,C,22,DET,59,4,977,8.6,13.5,.635,0.0,0.1,.000,8.6,13.4,.639,3.0,4.3,.701,4.9,9.9,14.8,2.3,0.5,1.8,3.2,6.7,20.1,,119,119
562,Isaiah Wong,SG,23,IND,1,0,4,11.9,35.7,.333,0.0,11.9,.000,11.9,23.8,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,,70,128
563,Christian Wood,PF,28,LAL,50,1,872,6.8,14.6,.466,1.9,6.3,.307,4.9,8.3,.587,3.7,5.2,.702,2.2,11.9,14.1,2.7,0.9,1.8,2.8,4.0,19.2,,107,114
564,Delon Wright,PG,31,TOT,44,1,674,4.7,12.4,.376,1.4,4.2,.345,3.2,8.3,.391,2.5,3.1,.814,1.2,4.5,5.7,7.8,3.4,0.7,0.9,2.1,13.3,,117,116
565,Thaddeus Young,PF,35,TOT,30,6,410,7.5,12.3,.612,0.1,0.7,.167,7.4,11.6,.639,0.6,1.7,.357,5.0,6.7,11.7,6.6,2.5,0.6,1.6,5.1,15.8,,132,118
566,Trae Young,PG,25,ATL,51,51,1862,10.9,25.7,.426,4.4,11.9,.371,6.5,13.7,.473,8.9,10.3,.856,0.6,3.1,3.7,14.4,1.8,0.3,5.7,2.8,35.1,,118,123
567,Omer Yurtseven,C,25,UTA,43,7,427,8.6,15.7,.543,0.6,2.3,.250,8.0,13.5,.593,1.6,2.5,.636,6.6,11.3,17.9,2.5,0.7,2.1,3.5,5.5,19.3,,111,119
568,Cody Zeller,C,31,NOP,40,0,304,4.1,9.7,.417,0.2,0.5,.333,3.9,9.3,.421,3.7,6.2,.605,7.6,10.1,17.7,5.8,1.5,0.8,2.4,6.8,12.0,,120,112
569,Ivica Zubac,C,26,LAC,65,65,1729,9.2,14.2,.647,0.0,0.0,,9.2,14.2,.647,3.5,4.8,.721,5.5,12.0,17.4,2.6,0.6,2.3,2.1,5.2,21.9,,134,115
