Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
382,Onyeka Okongwu,C,23,ATL,55,1405,16.9,.674,.189,.318,11.4,19.6,15.3,7.2,0.9,3.8,9.8,13.8,,3.5,0.9,4.4,.150,,0.1,-0.5,-0.4,0.6
383,Isaac Okoro,SF,23,CLE,65,1781,11.3,.594,.447,.265,4.5,8.5,6.5,9.6,1.6,1.7,9.5,14.2,,1.8,1.9,3.7,.099,,-1.9,0.8,-1.1,0.4
384,Kelly Olynyk,C,32,TOT,74,1643,17.1,.655,.316,.355,7.1,19.5,13.3,28.0,2.1,1.6,20.9,17.4,,3.0,1.3,4.3,.127,,0.6,1.1,1.8,1.6
385,Eugene Omoruyi,SF,26,WAS,39,325,15.4,.531,.254,.328,10.6,17.4,13.9,12.4,3.5,1.0,10.5,22.3,,0.1,0.4,0.4,.065,,-3.0,0.1,-2.9,-0.1
386,Cedi Osman,SF,28,SAS,72,1269,11.3,.601,.576,.135,2.2,14.0,8.0,13.0,1.4,0.7,10.4,15.2,,0.9,0.8,1.7,.065,,-1.7,-0.4,-2.1,0.0
387,Kelly Oubre Jr.,SF,28,PHI,64,1924,13.6,.536,.371,.263,5.3,13.8,9.5,7.3,1.9,2.0,8.3,22.4,,0.5,2.1,2.6,.065,,-1.5,-0.8,-2.3,-0.1
388,Chris Paul,PG,38,GSW,53,1388,15.1,.551,.449,.124,1.5,15.7,8.7,33.6,2.2,0.3,13.0,15.5,,2.6,1.4,4.0,.139,,0.2,1.3,1.5,1.2
389,Cameron Payne,PG,29,TOT,74,1228,12.9,.570,.549,.146,1.8,8.4,5.1,21.8,1.5,0.8,11.4,19.5,,1.3,0.9,2.2,.086,,-0.4,-0.7,-1.1,0.3
390,Gary Payton II,SG,31,GSW,42,650,14.0,.616,.297,.120,8.3,11.2,9.8,9.2,3.0,2.4,12.4,13.7,,0.8,0.8,1.6,.117,,-1.3,2.4,1.1,0.5
391,Mãozinha Pereira,SF,23,MEM,7,122,15.7,.609,.371,.286,10.0,25.7,17.5,2.5,2.4,3.1,11.3,15.7,,0.1,0.2,0.3,.120,,-1.2,0.7,-0.5,0.0
392,Drew Peterson,PF,24,BOS,1,3,43.6,1.500,1.000,.000,0.0,0.0,0.0,58.4,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,.744,,28.5,13.4,41.9,0.0
393,Filip Petrušev,C,23,TOT,3,10,5.2,.521,.000,1.000,0.0,11.7,5.8,0.0,0.0,0.0,0.0,12.4,,0.0,0.0,0.0,.025,,-4.7,-3.3,-8.0,0.0
394,Julian Phillips,SF,20,CHI,40,323,7.0,.521,.494,.247,4.2,8.8,6.5,5.3,1.1,2.2,10.5,13.0,,0.0,0.2,0.2,.030,,-4.7,-0.5,-5.3,-0.3
395,Jalen Pickett,SG,24,DEN,25,120,9.7,.571,.714,.114,1.0,12.8,7.0,21.1,1.7,0.0,19.7,16.8,,0.0,0.1,0.1,.056,,-2.8,-0.6,-3.4,0.0
396,Scotty Pippen Jr.,PG,23,MEM,17,404,15.8,.617,.379,.307,4.1,9.9,6.9,29.5,3.2,2.1,21.3,21.6,,0.2,0.5,0.7,.088,,-0.3,1.5,1.2,0.3
397,Mason Plumlee,C,33,LAC,41,576,16.6,.649,.016,.696,11.4,29.8,20.9,10.0,1.0,2.3,14.6,14.7,,1.2,0.7,1.9,.158,,-0.6,0.3,-0.3,0.3
398,Brandin Podziemski,SG,20,GSW,69,1839,12.8,.532,.392,.135,7.1,18.0,12.6,18.3,1.6,0.6,12.5,15.7,,1.8,1.7,3.4,.090,,-0.7,0.4,-0.2,0.8
399,Jakob Poeltl,C,28,TOR,50,1319,18.8,.653,.000,.283,12.6,25.5,18.9,14.0,1.3,5.0,15.3,16.4,,2.2,1.4,3.7,.134,,-0.3,1.0,0.7,0.9
400,Aleksej Pokusevski,PF,22,TOT,23,309,12.0,.502,.471,.379,5.5,17.2,11.2,12.8,2.1,2.7,12.1,16.5,,0.0,0.3,0.3,.046,,-1.8,0.3,-1.5,0.0
401,Jordan Poole,SG,24,WAS,76,2273,11.9,.528,.474,.187,1.5,8.9,5.1,20.9,1.7,0.9,12.9,26.4,,-1.7,0.8,-0.9,-0.019,,-2.3,-1.8,-4.1,-1.2
402,Craig Porter Jr.,PG,23,CLE,49,638,15.5,.565,.150,.248,4.0,15.6,9.9,26.6,1.6,2.0,15.2,20.6,,0.5,0.8,1.3,.101,,-0.6,1.0,0.4,0.4
403,Jontay Porter,PF,24,TOR,26,360,14.9,.514,.577,.173,8.2,18.5,13.3,21.8,2.7,4.9,15.8,15.9,,0.2,0.4,0.6,.086,,-0.3,1.9,1.6,0.3
404,Michael Porter Jr.,SF,25,DEN,77,2445,15.8,.606,.517,.102,5.2,21.3,13.4,6.7,0.8,1.7,7.6,20.9,,3.1,2.8,5.9,.115,,1.4,-1.1,0.3,1.5
405,Otto Porter Jr.,SF,30,TOR,15,174,8.8,.568,.697,.091,3.9,15.7,9.7,5.8,1.4,2.5,5.5,9.0,,0.1,0.1,0.3,.069,,-3.5,0.3,-3.2,-0.1
406,Bobby Portis,PF,28,MIL,77,1874,17.0,.572,.271,.143,8.4,26.2,17.5,7.4,1.6,1.4,8.1,22.8,,1.7,2.4,4.1,.104,,-0.4,-1.1,-1.4,0.3
407,Kristaps Porziņģis,C,28,BOS,55,1637,23.2,.649,.389,.398,6.6,19.3,13.2,10.2,1.2,5.6,9.1,25.3,,4.7,3.0,7.7,.225,,3.6,1.6,5.2,3.0
408,Micah Potter,PF,25,UTA,13,136,10.4,.714,.609,.217,4.2,20.1,12.2,1.9,1.1,2.0,13.7,9.0,,0.1,0.1,0.2,.077,,-1.0,-0.9,-1.9,0.0
409,Dwight Powell,C,32,DAL,61,788,14.5,.721,.020,.881,12.8,15.5,14.2,12.3,1.5,2.1,17.6,9.3,,2.1,0.8,2.9,.178,,-0.9,0.9,-0.1,0.4
410,Norman Powell,SG,30,LAC,73,1914,14.3,.633,.500,.234,1.0,10.4,5.9,6.0,1.1,1.0,7.4,20.3,,2.9,1.1,4.0,.100,,0.6,-1.3,-0.6,0.7
411,Jason Preston,PG,24,UTA,5,47,14.2,.417,.083,.000,9.8,17.0,13.4,36.2,2.1,0.0,14.3,12.5,,0.1,0.0,0.1,.083,,-0.9,0.3,-0.6,0.0
412,Joshua Primo,SG,21,LAC,2,10,-12.8,.333,.333,.000,12.6,0.0,6.0,0.0,0.0,9.0,57.1,31.0,,-0.1,0.0,-0.1,-0.599,,-16.8,-8.3,-25.1,-0.1
413,Taurean Prince,PF,29,LAL,74,2020,9.1,.583,.629,.117,1.2,11.2,6.4,7.4,1.3,1.5,10.3,13.8,,0.3,1.6,1.9,.046,,-2.5,-0.1,-2.6,-0.3
414,Payton Pritchard,PG,26,BOS,77,1681,14.1,.583,.632,.093,4.6,11.2,8.0,19.0,1.1,0.3,8.5,16.5,,3.2,1.9,5.1,.147,,0.7,-0.1,0.6,1.1
415,Olivier-Maxence Prosper,PF,21,DAL,36,264,10.6,.461,.453,.453,8.7,18.9,13.8,9.4,0.9,1.0,5.3,15.5,,0.1,0.2,0.4,.066,,-2.4,-1.2,-3.6,-0.1
416,Trevelin Queen,SG,26,ORL,13,163,8.3,.462,.447,.316,2.2,11.9,7.0,14.7,2.1,2.9,13.9,13.5,,-0.1,0.3,0.2,.056,,-4.7,1.3,-3.4,-0.1
417,Neemias Queta,C,24,BOS,26,296,19.8,.636,.000,.289,18.0,21.9,20.0,6.5,1.8,4.5,9.7,15.3,,0.8,0.6,1.4,.230,,-0.7,0.8,0.1,0.2
418,Immanuel Quickley,PG-SG,24,TOT,65,1885,16.4,.572,.483,.264,1.0,14.2,7.5,23.7,1.3,0.4,8.7,23.6,,3.1,1.2,4.3,.109,,1.9,-0.9,1.0,1.5
419,Lester Quinones,SG,23,GSW,34,373,10.4,.540,.630,.213,6.3,15.5,10.9,11.5,0.8,0.5,10.3,17.6,,0.3,0.2,0.5,.066,,-1.9,-1.0,-2.9,-0.1
420,Jahmi'us Ramsey,SG,22,TOR,7,121,10.7,.538,.537,.146,3.8,17.7,10.6,9.1,2.8,0.0,13.8,18.0,,-0.1,0.1,0.0,.019,,-3.9,-0.6,-4.5,-0.1
421,Julius Randle,PF,29,NYK,46,1630,18.9,.569,.292,.361,7.2,23.8,15.5,23.0,0.8,0.7,14.1,30.0,,1.9,1.9,3.8,.111,,2.2,-0.2,1.9,1.6
422,Duop Reath,C,27,POR,63,1129,15.0,.581,.499,.182,8.2,15.5,11.6,9.2,1.3,2.7,9.4,20.6,,1.2,1.0,2.2,.094,,-0.3,-0.7,-1.1,0.3
423,Austin Reaves,SG,25,LAL,78,2505,15.6,.612,.441,.292,2.7,12.8,8.0,24.0,1.2,0.8,14.2,20.4,,3.6,1.9,5.5,.105,,0.8,-0.3,0.5,1.6
424,Cam Reddish,SF,24,LAL,46,961,7.8,.506,.474,.237,3.3,8.3,5.9,6.0,2.4,1.3,11.0,12.8,,-0.3,0.9,0.6,.029,,-4.1,1.0,-3.0,-0.3
425,Paul Reed,C,24,PHI,78,1502,17.3,.582,.121,.183,13.6,21.6,17.5,9.5,2.1,4.9,11.5,15.8,,2.2,2.4,4.6,.148,,-0.6,0.8,0.2,0.8
426,Naz Reid,C,24,MIN,76,1842,16.0,.596,.484,.166,4.9,20.1,12.9,8.4,1.6,3.3,10.9,23.1,,1.0,3.6,4.6,.120,,0.5,1.2,1.7,1.7
427,Jared Rhoden,SG,24,DET,13,154,8.6,.554,.421,.211,1.5,13.7,7.5,9.7,0.9,3.9,12.6,13.2,,0.0,0.1,0.1,.033,,-4.2,0.4,-3.8,-0.1
428,Nick Richards,C,26,CHO,64,1702,16.6,.713,.003,.486,11.0,25.0,17.8,4.4,0.7,4.1,13.6,13.2,,3.5,1.5,5.0,.141,,-1.6,-0.7,-2.2,-0.1
429,Josh Richardson,SG,30,MIA,43,1103,11.5,.573,.548,.156,1.9,11.3,6.5,13.8,1.1,1.2,8.9,16.5,,0.9,1.2,2.0,.089,,-1.3,0.0,-1.3,0.2
430,Duncan Robinson,SF,29,MIA,67,1893,12.4,.616,.699,.134,0.9,9.9,5.3,15.2,1.2,0.8,11.6,19.0,,1.6,2.0,3.6,.090,,-0.3,-0.4,-0.7,0.6
431,Jerome Robinson,SG,26,GSW,20,73,3.4,.367,.548,.323,1.6,7.9,4.8,8.8,0.0,3.7,5.3,21.8,,-0.2,0.0,-0.1,-0.091,,-7.2,-2.9,-10.1,-0.1
432,Mitchell Robinson,C,25,NYK,26,682,16.1,.542,.000,.474,22.6,20.0,21.3,3.5,2.6,4.1,15.1,10.5,,0.9,1.2,2.0,.143,,-0.4,0.5,0.1,0.4
433,Orlando Robinson,C,23,MIA,33,300,14.2,.596,.208,.347,10.9,22.6,16.7,16.0,1.2,2.6,17.8,15.1,,0.4,0.5,0.8,.131,,-1.8,0.8,-1.0,0.1
434,Jeremiah Robinson-Earl,PF,23,NOP,34,321,11.9,.565,.416,.169,7.9,17.8,12.9,8.7,1.5,1.2,13.6,15.0,,0.2,0.4,0.6,.091,,-1.8,-0.1,-1.9,0.0
435,David Roddy,PF,22,TOT,63,1172,8.8,.485,.402,.167,5.0,16.1,10.4,10.3,1.1,0.9,11.5,18.3,,-1.0,1.0,0.0,.001,,-4.0,-1.0,-5.0,-0.9
436,Ryan Rollins,PG,21,WAS,10,66,22.7,.631,.120,.680,3.4,15.8,9.4,24.0,5.8,3.7,17.7,25.3,,0.1,0.1,0.2,.142,,0.5,4.5,5.0,0.1
437,Derrick Rose,PG,35,MEM,24,399,13.1,.540,.248,.164,1.9,11.5,6.5,32.4,1.0,0.5,14.9,22.5,,0.1,0.3,0.3,.041,,-1.4,-1.5,-2.8,-0.1
438,Terry Rozier,PG-SG,29,TOT,60,2019,17.4,.557,.413,.200,2.0,12.6,7.2,27.5,1.5,1.0,9.0,26.1,,2.0,1.7,3.7,.089,,2.3,-0.7,1.6,1.8
439,Rayan Rupert,SG,19,POR,34,472,6.6,.476,.433,.175,4.2,14.4,9.0,13.5,1.1,0.6,16.2,14.0,,-0.3,0.3,0.0,.003,,-5.2,-1.2,-6.4,-0.5
440,D'Angelo Russell,PG,27,LAL,72,2336,16.4,.595,.502,.175,1.5,9.3,5.6,27.6,1.4,1.3,12.1,23.5,,3.0,1.7,4.7,.096,,1.9,-0.7,1.1,1.8
441,Matt Ryan,SF,26,NOP,26,386,9.0,.638,.805,.124,1.8,9.6,5.7,5.8,0.8,0.3,13.8,15.6,,0.2,0.3,0.5,.064,,-1.3,-1.3,-2.7,-0.1
442,Domantas Sabonis,C,27,SAC,77,2755,23.3,.639,.080,.386,11.3,34.1,22.4,34.0,1.2,1.5,17.7,22.3,,7.8,3.7,11.5,.201,,4.2,2.4,6.6,5.9
443,Luka Šamanić,PF,24,UTA,38,274,8.8,.488,.431,.353,5.1,26.2,15.7,5.0,0.4,2.3,12.0,20.5,,-0.2,0.1,-0.1,-0.017,,-4.8,-2.5,-7.3,-0.4
444,Jermaine Samuels,SF,25,HOU,12,55,16.0,.720,.154,.154,6.0,18.3,12.1,5.2,0.9,1.7,0.0,10.8,,0.2,0.1,0.2,.190,,0.5,0.8,1.3,0.0
445,Adama Sanogo,PF,21,CHI,5,14,34.3,.940,.000,.750,24.4,42.5,33.3,0.0,0.0,0.0,15.8,19.9,,0.1,0.0,0.1,.305,,9.6,0.6,10.2,0.0
446,Gui Santos,PF,21,GSW,20,158,15.6,.662,.500,.341,11.1,21.2,16.2,9.1,0.9,1.1,12.2,15.5,,0.4,0.1,0.5,.160,,0.3,-0.2,0.1,0.1
447,Dario Šarić,C,29,GSW,62,1080,15.3,.599,.509,.234,7.7,22.1,14.9,17.8,1.4,0.8,15.0,19.4,,1.6,1.1,2.7,.118,,0.7,0.4,1.1,0.8
448,Olivier Sarr,C,24,OKC,14,95,15.3,.664,.316,.789,12.9,29.8,21.7,2.6,0.0,6.8,10.5,13.2,,0.2,0.2,0.4,.183,,-2.5,-0.1,-2.6,0.0
449,Marcus Sasser,PG,23,DET,67,1228,11.5,.537,.469,.126,0.8,10.2,5.5,25.4,1.6,0.7,14.0,19.4,,0.2,0.6,0.8,.033,,-1.8,-1.0,-2.7,-0.2
450,Admiral Schofield,PF,26,ORL,21,79,5.3,.462,.625,.083,3.0,20.0,11.4,10.5,0.6,0.0,13.9,16.0,,-0.1,0.1,0.0,-0.001,,-4.7,-0.8,-5.5,-0.1
451,Dennis Schröder,PG,30,TOT,78,2420,13.4,.555,.395,.230,1.7,9.4,5.4,27.8,1.2,0.6,13.3,20.3,,2.1,0.9,3.1,.061,,-0.4,-1.4,-1.8,0.1
452,Dereon Seabron,SG,23,NOP,6,55,9.3,.448,.154,.462,2.1,12.3,7.2,11.2,1.8,1.8,0.0,12.4,,0.0,0.1,0.1,.088,,-2.7,1.2,-1.4,0.0
453,Alperen Sengun,C,21,HOU,63,2046,22.0,.585,.113,.358,9.8,22.2,16.0,25.4,1.8,2.1,12.5,27.1,,3.5,3.2,6.8,.159,,3.1,1.8,4.9,3.5
454,Brice Sensabaugh,SF,20,UTA,27,463,7.8,.505,.545,.180,3.0,17.2,10.1,13.6,1.2,0.6,18.5,20.1,,-0.6,0.2,-0.4,-0.041,,-3.9,-2.1,-6.0,-0.5
455,Collin Sexton,SG,25,UTA,77,2048,19.9,.610,.316,.356,4.0,7.3,5.7,29.4,1.5,0.7,12.0,27.6,,5.0,0.3,5.3,.125,,3.8,-1.9,1.9,2.0
456,Landry Shamet,SG,26,WAS,46,726,10.5,.556,.573,.168,2.4,7.3,4.8,10.2,1.6,1.1,9.3,18.9,,0.1,0.2,0.3,.020,,-2.7,-1.3,-4.0,-0.4
457,Day'Ron Sharpe,C,22,BRK,59,886,20.2,.601,.049,.435,19.3,29.7,24.3,14.0,1.3,4.2,16.6,19.8,,1.5,1.3,2.8,.152,,-0.2,0.4,0.2,0.5
458,Shaedon Sharpe,SG,20,POR,32,1059,11.4,.524,.415,.274,4.3,13.8,8.8,13.7,1.3,1.0,12.9,22.6,,-0.3,0.7,0.4,.020,,-1.9,-0.9,-2.9,-0.2
459,Ben Sheppard,SG,22,IND,53,727,8.4,.534,.673,.127,1.9,10.9,6.4,7.4,2.0,0.2,5.7,13.3,,0.3,0.4,0.8,.051,,-3.3,0.1,-3.3,-0.2
460,Pascal Siakam,PF,29,TOT,76,2541,19.7,.600,.196,.315,5.9,19.0,12.3,20.0,1.2,0.8,9.0,25.4,,4.8,1.5,6.3,.119,,2.7,-0.6,2.1,2.7
461,Ben Simmons,PG,27,BRK,15,359,16.3,.571,.000,.203,9.5,29.0,18.9,32.9,1.7,2.3,25.1,13.0,,0.5,0.5,1.0,.131,,-0.4,3.0,2.6,0.4
462,Kobi Simmons,PG,26,TOR,4,67,14.5,.476,.381,.000,1.7,10.6,6.1,24.1,4.4,2.6,4.5,14.1,,0.1,0.1,0.1,.096,,-2.7,1.6,-1.1,0.0
463,Anfernee Simons,SG,24,POR,46,1582,15.9,.568,.484,.213,1.5,11.3,6.1,27.4,0.7,0.3,12.1,28.2,,1.4,0.7,2.1,.064,,2.7,-2.5,0.1,0.8
464,Zavier Simpson,PG,26,MEM,3,72,6.1,.337,.364,.182,4.6,6.7,5.6,21.1,3.4,3.9,20.2,17.9,,-0.2,0.1,-0.1,-0.076,,-5.6,1.7,-3.9,0.0
465,Jericho Sims,C,25,NYK,44,562,11.0,.707,.000,.407,11.5,18.9,15.2,5.4,0.7,3.0,20.1,6.1,,0.8,0.7,1.4,.122,,-2.4,0.7,-1.7,0.0
466,Dmytro Skapintsev,C,25,NYK,2,2,-19.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,-0.477,,-16.1,-9.8,-25.9,0.0
467,Jalen Slawson,SF,24,SAC,10,33,5.8,.600,.400,.000,3.5,21.8,12.4,7.5,1.5,2.8,28.6,9.1,,0.0,0.0,0.0,.037,,-8.1,1.2,-6.9,0.0
468,Javonte Smart,PG,24,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.001,,-6.2,-2.1,-8.4,0.0
469,Marcus Smart,PG,29,MEM,20,605,11.8,.552,.565,.236,1.1,9.4,5.1,22.7,3.4,0.8,19.2,23.1,,-0.6,0.7,0.2,.014,,-3.4,1.0,-2.4,-0.1
470,Dennis Smith Jr.,PG,26,BRK,56,1059,13.4,.508,.322,.172,5.2,12.8,8.8,27.1,3.2,1.0,15.8,17.7,,0.4,1.3,1.7,.077,,-2.5,1.8,-0.7,0.3
471,Dru Smith,SG,26,MIA,9,131,12.8,.576,.515,.061,5.4,7.4,6.4,15.0,3.5,2.2,12.9,13.3,,0.1,0.2,0.3,.121,,-1.8,3.2,1.4,0.1
472,Ish Smith,PG,35,CHO,43,741,6.8,.435,.051,.025,1.7,10.4,5.9,26.4,1.1,0.5,22.7,12.4,,-0.6,0.2,-0.4,-0.023,,-5.6,-1.3,-6.9,-0.9
473,Jabari Smith Jr.,PF,20,HOU,71,2252,13.9,.574,.457,.227,6.5,22.4,14.4,6.6,1.1,2.2,9.2,17.8,,2.0,3.2,5.2,.111,,-0.5,0.2,-0.3,1.0
474,Jalen Smith,C,23,IND,57,993,20.8,.682,.365,.277,12.4,26.0,19.2,7.9,0.7,3.0,8.9,19.6,,2.8,0.9,3.7,.180,,3.2,-0.8,2.5,1.1
475,Nick Smith Jr.,SG,19,CHO,48,663,7.4,.504,.502,.051,2.9,8.2,5.5,11.7,0.6,1.0,12.1,19.8,,-0.7,0.1,-0.6,-0.041,,-3.5,-2.7,-6.2,-0.7
476,Terquavion Smith,PG,21,PHI,13,75,19.0,.575,.767,.070,0.0,4.7,2.3,23.7,5.3,0.0,10.1,28.6,,0.1,0.1,0.2,.110,,3.4,1.3,4.7,0.1
477,Jeremy Sochan,PF,20,SAS,74,2193,11.4,.513,.293,.186,7.0,17.7,12.3,15.9,1.4,1.5,14.3,18.9,,-0.7,1.8,1.1,.023,,-2.7,-0.7,-3.4,-0.8
478,Pat Spencer,PG,27,GSW,3,6,21.2,1.000,.000,.000,0.0,0.0,0.0,45.3,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,.292,,5.4,-0.7,4.8,0.0
479,Jaden Springer,SG-PG,21,TOT,45,448,9.8,.468,.324,.265,8.4,9.3,8.8,12.0,3.0,2.8,16.5,17.6,,-0.3,0.6,0.3,.029,,-5.0,0.7,-4.2,-0.3
480,Lamar Stevens,PF,26,TOT,37,522,14.5,.516,.181,.211,7.3,19.6,13.3,7.6,2.1,3.2,8.5,22.5,,-0.1,0.8,0.7,.060,,-2.4,-0.1,-2.5,-0.1
481,Isaiah Stewart,PF,22,DET,46,1423,11.3,.600,.458,.223,6.0,19.1,12.4,7.1,0.6,2.3,13.6,14.6,,0.8,0.8,1.6,.054,,-1.6,-0.7,-2.3,-0.1
482,Julian Strawther,SF,21,DEN,47,542,8.7,.486,.624,.131,1.1,11.9,6.7,11.4,1.6,1.1,8.2,20.7,,-0.3,0.5,0.2,.020,,-4.4,-1.3,-5.7,-0.5
483,Max Strus,SF,27,CLE,66,2112,11.5,.552,.661,.126,3.5,14.0,8.8,16.5,1.5,1.2,12.6,17.6,,0.9,2.4,3.3,.076,,-1.3,0.5,-0.7,0.7
484,Jalen Suggs,SG,22,ORL,70,1879,13.6,.597,.544,.204,2.8,11.0,6.9,15.0,2.7,2.1,15.1,19.8,,0.8,3.1,4.0,.102,,-0.9,1.6,0.7,1.3
485,Cole Swider,SF,24,MIA,15,83,8.5,.569,.778,.056,1.4,8.7,5.0,7.5,0.6,1.2,17.8,24.2,,-0.1,0.1,-0.1,-0.044,,-1.0,-2.3,-3.4,0.0
486,Jae'Sean Tate,SF,28,HOU,65,1031,9.4,.538,.336,.170,6.5,14.8,10.6,8.2,2.0,1.3,13.1,11.7,,0.4,1.4,1.8,.082,,-3.8,1.5,-2.3,-0.1
487,Jayson Tatum,PF,25,BOS,72,2576,22.4,.605,.425,.350,3.0,21.7,12.7,21.0,1.4,1.4,10.3,30.4,,5.8,4.3,10.1,.188,,4.5,0.6,5.1,4.6
488,Terry Taylor,PF,24,CHI,31,188,10.1,.558,.231,.128,10.3,12.7,11.5,7.1,1.3,1.1,14.5,11.3,,0.1,0.1,0.3,.069,,-3.1,-0.1,-3.2,-0.1
489,Garrett Temple,SG,37,TOR,23,212,9.3,.514,.517,.241,4.8,12.9,8.8,9.8,2.3,0.8,12.3,14.9,,0.0,0.1,0.1,.029,,-3.8,-1.1,-5.0,-0.2
490,Dalen Terry,SG,21,CHI,54,578,9.6,.493,.508,.270,4.7,14.6,9.6,16.0,2.0,2.3,15.6,12.7,,0.0,0.6,0.6,.053,,-3.7,1.2,-2.5,-0.1
491,Daniel Theis,C,31,TOT,57,949,14.1,.593,.230,.170,10.5,17.6,14.2,8.5,1.0,4.5,11.3,15.3,,1.3,1.0,2.3,.114,,-1.8,0.0,-1.7,0.1
492,Cam Thomas,SG,22,BRK,62,1938,16.1,.552,.326,.282,1.5,10.7,5.9,15.9,1.1,0.7,8.3,30.6,,1.0,1.2,2.2,.055,,0.5,-1.9,-1.3,0.3
493,Isaiah Thomas,PG,34,PHO,4,14,6.8,.417,.333,.000,0.0,0.0,0.0,19.3,0.0,0.0,0.0,18.6,,0.0,0.0,0.0,-0.006,,-1.8,-4.2,-6.0,0.0
494,Amen Thompson,SF,21,HOU,57,1232,17.5,.563,.138,.338,11.4,21.3,16.3,16.1,2.8,2.5,14.7,18.9,,1.2,2.3,3.4,.134,,-0.6,2.0,1.4,1.1
495,Ausar Thompson,SF,21,DET,63,1583,12.8,.522,.235,.248,9.3,20.2,14.7,10.8,2.1,3.2,13.6,16.6,,0.0,1.7,1.7,.051,,-2.8,0.6,-2.2,-0.1
496,Klay Thompson,SF,33,GSW,73,2166,13.4,.570,.610,.117,1.8,11.0,6.4,11.0,1.1,1.3,9.1,24.1,,1.5,1.3,2.8,.063,,0.7,-1.5,-0.8,0.7
497,Tristan Thompson,C,32,CLE,48,537,14.0,.574,.009,.442,16.1,21.8,19.0,13.0,1.1,2.3,17.7,13.6,,0.6,0.7,1.3,.119,,-2.0,0.8,-1.2,0.1
498,JT Thor,PF,21,CHO,59,699,7.8,.479,.438,.099,6.2,14.8,10.4,4.7,0.6,3.2,7.6,11.6,,-0.1,0.4,0.2,.016,,-4.1,-1.0,-5.2,-0.6
499,Matisse Thybulle,SF,26,POR,65,1487,10.4,.537,.729,.091,2.2,8.8,5.3,8.3,3.8,3.0,10.8,10.6,,0.3,1.9,2.2,.072,,-2.8,3.4,0.5,0.9
500,Xavier Tillman Sr.,C-PF,25,TOT,49,914,11.8,.460,.284,.191,8.3,17.2,12.7,11.4,2.6,4.1,10.3,14.7,,-0.3,1.5,1.2,.062,,-3.3,1.8,-1.5,0.1
501,Jacob Toppin,SF,23,NYK,9,38,14.3,.658,.444,.222,9.4,12.6,11.0,10.9,0.0,2.5,9.2,12.4,,0.1,0.0,0.1,.157,,0.6,-1.2,-0.7,0.0
502,Obi Toppin,PF,25,IND,78,1665,15.9,.674,.434,.176,5.8,16.0,10.8,8.8,1.2,2.0,10.1,16.5,,3.1,1.1,4.3,.123,,1.5,-0.4,1.1,1.3
503,Juan Toscano-Anderson,SF,30,SAC,11,53,2.6,.292,.333,.000,8.6,22.7,15.5,9.0,0.9,1.7,14.3,11.3,,-0.1,0.1,0.0,-0.026,,-8.7,-0.8,-9.5,-0.1
504,Karl-Anthony Towns,PF,28,MIN,60,1969,19.2,.628,.340,.307,5.8,23.8,15.3,14.8,1.1,1.8,13.8,27.7,,2.6,3.7,6.2,.152,,1.8,1.0,2.9,2.4
505,Gary Trent Jr.,SG,25,TOR,67,1873,12.1,.554,.544,.113,1.4,9.5,5.4,8.3,1.8,0.5,5.0,19.9,,0.8,0.8,1.6,.041,,-1.1,-1.4,-2.5,-0.2
506,Oscar Tshiebwe,PF,24,IND,8,42,24.7,.553,.000,.400,22.3,22.5,22.4,6.5,2.3,1.9,0.0,23.6,,0.1,0.0,0.2,.216,,4.5,-2.3,2.2,0.0
507,P.J. Tucker,PF,38,TOT,27,419,5.4,.474,.721,.070,7.2,13.9,10.6,3.9,1.7,1.5,15.3,5.5,,0.1,0.4,0.5,.057,,-4.4,0.5,-3.9,-0.2
508,Myles Turner,C,27,IND,73,1968,18.9,.620,.352,.346,6.4,23.4,14.9,6.3,0.9,5.5,9.5,23.4,,2.9,2.1,5.1,.124,,0.6,-0.1,0.6,1.3
509,Hunter Tyson,PF,23,DEN,15,44,6.5,.526,.684,.000,2.8,21.4,12.3,6.2,0.0,0.0,9.5,21.0,,0.0,0.0,0.0,.010,,-6.3,-2.7,-9.0,-0.1
510,Stanley Umude,SG,24,DET,24,307,11.4,.647,.631,.381,3.0,16.4,9.6,4.9,1.3,2.0,12.5,15.6,,0.3,0.2,0.5,.083,,-1.5,-0.1,-1.7,0.0
511,Jonas Valančiūnas,C,31,NOP,77,1843,20.1,.626,.167,.285,11.2,31.3,21.4,13.1,0.8,3.7,11.8,20.7,,3.8,3.2,7.0,.182,,1.0,0.5,1.6,1.7
512,Jarred Vanderbilt,PF,24,LAL,29,581,11.6,.578,.237,.316,8.7,18.7,14.0,7.7,3.0,0.7,17.7,11.8,,0.2,0.8,1.1,.087,,-2.9,1.3,-1.6,0.0
513,Fred VanVleet,PG,29,HOU,70,2562,16.2,.563,.586,.219,1.2,10.2,5.7,31.1,1.9,2.1,10.5,19.3,,4.5,3.1,7.6,.143,,2.3,0.9,3.2,3.3
